st_case,fips,county_fips_3,year,month,day,day_week,hour,drunk_dr,alcohol_flag_source,fatals,persons,is_alcohol,is_weekend,is_night
50172,5119,119,2022,5,18,4,10,0,DR_DRINK,1,2,0,0,0
50173,5051,51,2022,5,3,3,19,0,DR_DRINK,1,3,0,0,0
50174,5095,95,2022,5,15,1,15,0,DR_DRINK,1,3,0,1,0
50176,5015,15,2022,5,15,1,15,0,DR_DRINK,1,1,0,1,0
50177,5005,5,2022,5,19,5,15,0,DR_DRINK,1,3,0,0,0
50178,5031,31,2022,5,2,2,16,0,DR_DRINK,1,3,0,0,0
50179,5093,93,2022,5,18,4,22,0,DR_DRINK,1,5,0,0,1
50180,5021,21,2022,5,10,3,20,0,DR_DRINK,1,3,0,0,1
50181,5115,115,2022,5,21,7,11,0,DR_DRINK,1,2,0,1,0
50182,5133,133,2022,5,22,1,13,1,DR_DRINK,1,1,1,1,0
50183,5119,119,2022,4,24,1,15,0,DR_DRINK,1,1,0,1,0
50184,5141,141,2022,5,22,1,22,1,DR_DRINK,1,2,1,1,1
50185,5129,129,2022,5,20,6,12,0,DR_DRINK,1,2,0,0,0
50186,5059,59,2022,5,11,4,22,0,DR_DRINK,1,5,0,0,1
50187,5125,125,2022,5,22,1,2,1,DR_DRINK,1,2,1,1,1
50188,5125,125,2022,5,13,6,23,1,DR_DRINK,1,2,1,0,1
50189,5033,33,2022,5,12,5,18,1,DR_DRINK,3,9,1,0,0
50190,5125,125,2022,5,26,5,7,0,DR_DRINK,1,2,0,0,0
50191,5049,49,2022,5,27,6,6,0,DR_DRINK,1,1,0,0,0
50192,5121,121,2022,6,1,4,8,0,DR_DRINK,1,2,0,0,0
50193,5059,59,2022,6,2,5,6,0,DR_DRINK,1,1,0,0,0
50194,5143,143,2022,6,2,5,5,0,DR_DRINK,1,2,0,0,1
50195,5069,69,2022,5,6,6,21,0,DR_DRINK,1,1,0,0,1
50196,5131,131,2022,5,7,7,16,0,DR_DRINK,4,8,0,1,0
50197,5051,51,2022,6,3,6,15,0,DR_DRINK,1,2,0,0,0
50198,5145,145,2022,5,30,2,18,0,DR_DRINK,1,1,0,0,0
50199,5119,119,2022,6,4,7,0,0,DR_DRINK,1,1,0,1,1
50200,5115,115,2022,5,10,3,2,0,DR_DRINK,1,1,0,0,1
50201,5067,67,2022,5,25,4,15,1,DR_DRINK,1,2,1,0,0
50202,5143,143,2022,5,30,2,17,1,DR_DRINK,1,2,1,0,0
50203,5099,99,2022,5,31,3,12,0,DR_DRINK,1,2,0,0,0
50204,5007,7,2022,5,29,1,16,1,DR_DRINK,1,3,1,1,0
50205,5145,145,2022,5,31,3,16,0,DR_DRINK,1,2,0,0,0
50206,5063,63,2022,6,3,6,21,0,DR_DRINK,1,1,0,0,1
50207,5059,59,2022,6,8,4,12,0,DR_DRINK,1,1,0,0,0
50208,5119,119,2022,5,29,1,22,0,DR_DRINK,1,1,0,1,1
50209,5017,17,2022,6,6,2,14,0,DR_DRINK,5,10,0,0,0
50210,5007,7,2022,5,31,3,21,0,DR_DRINK,1,1,0,0,1
50211,5019,19,2022,5,31,3,10,0,DR_DRINK,1,1,0,0,0
50212,5105,105,2022,5,10,3,7,0,DR_DRINK,1,3,0,0,0
50213,5059,59,2022,6,8,4,12,0,DR_DRINK,3,28,0,0,0
50214,5145,145,2022,6,7,3,15,0,DR_DRINK,1,1,0,0,0
50215,5031,31,2022,6,14,3,7,0,DR_DRINK,1,5,0,0,0
50216,5053,53,2022,6,12,1,0,0,DR_DRINK,1,1,0,1,1
50217,5065,65,2022,6,5,1,13,0,DR_DRINK,1,1,0,1,0
50218,5145,145,2022,6,10,6,6,1,DR_DRINK,1,1,1,0,0
50219,5001,1,2022,6,17,6,16,0,DR_DRINK,1,1,0,0,0
50220,5049,49,2022,6,17,6,16,1,DR_DRINK,1,3,1,0,0
50221,5119,119,2022,6,16,5,9,0,DR_DRINK,2,2,0,0,0
50223,5091,91,2022,6,21,3,21,1,DR_DRINK,1,2,1,0,1
50224,5093,93,2022,6,9,5,18,0,DR_DRINK,1,2,0,0,0
50225,5029,29,2022,5,17,3,0,0,DR_DRINK,1,1,0,0,1
50226,5063,63,2022,6,25,7,23,0,DR_DRINK,1,1,0,1,1
50227,5025,25,2022,6,23,5,4,0,DR_DRINK,1,5,0,0,1
50228,5045,45,2022,6,22,4,21,0,DR_DRINK,1,1,0,0,1
50229,5125,125,2022,6,18,7,22,1,DR_DRINK,1,1,1,1,1
50230,5053,53,2022,5,20,6,14,0,DR_DRINK,1,2,0,0,0
50231,5127,127,2022,5,26,5,15,0,DR_DRINK,1,3,0,0,0
50232,5141,141,2022,5,23,2,0,0,DR_DRINK,1,1,0,0,1
50233,5119,119,2022,6,14,3,1,0,DR_DRINK,1,1,0,0,1
50234,5069,69,2022,6,27,2,19,0,DR_DRINK,1,1,0,0,0
50235,5119,119,2022,6,17,6,21,1,DR_DRINK,2,3,1,0,1
50236,5027,27,2022,6,24,6,23,0,DR_DRINK,1,1,0,0,1
50237,5111,111,2022,6,24,6,8,0,DR_DRINK,1,2,0,0,0
50238,5119,119,2022,6,24,6,21,0,DR_DRINK,1,1,0,0,1
50239,5141,141,2022,6,3,6,17,1,DR_DRINK,1,1,1,0,0
50240,5007,7,2022,6,6,2,13,0,DR_DRINK,1,3,0,0,0
50241,5093,93,2022,6,12,1,14,0,DR_DRINK,1,1,0,1,0
50242,5143,143,2022,6,7,3,15,1,DR_DRINK,1,1,1,0,0
50243,5035,35,2022,7,1,6,13,0,DR_DRINK,1,4,0,0,0
50244,5119,119,2022,6,28,3,9,0,DR_DRINK,1,1,0,0,0
50245,5045,45,2022,7,4,2,12,1,DR_DRINK,1,5,1,0,0
50246,5119,119,2022,7,7,5,16,0,DR_DRINK,1,2,0,0,0
50247,5119,119,2022,6,29,4,6,0,DR_DRINK,1,1,0,0,0
50248,5009,9,2022,7,4,2,17,1,DR_DRINK,1,3,1,0,0
50249,5029,29,2022,5,17,3,10,0,DR_DRINK,1,3,0,0,0
50250,5093,93,2022,5,18,4,21,1,DR_DRINK,1,3,1,0,1
50251,5127,127,2022,6,15,4,14,0,DR_DRINK,1,2,0,0,0
50252,5013,13,2022,7,1,6,23,0,DR_DRINK,1,3,0,0,1
50253,5119,119,2022,7,5,3,22,0,DR_DRINK,1,1,0,0,1
50254,5119,119,2022,7,7,5,21,0,DR_DRINK,1,1,0,0,1
50255,5093,93,2022,7,6,4,15,0,DR_DRINK,1,2,0,0,0
50256,5035,35,2022,7,5,3,22,0,DR_DRINK,1,3,0,0,1
50257,5093,93,2022,6,30,5,19,1,DR_DRINK,1,4,1,0,0
50258,5031,31,2022,7,6,4,11,0,DR_DRINK,2,3,0,0,0
50259,5065,65,2022,6,29,4,18,1,DR_DRINK,1,2,1,0,0
50260,5055,55,2022,7,7,5,8,0,DR_DRINK,1,2,0,0,0
50261,5003,3,2022,7,9,7,15,0,DR_DRINK,1,2,0,1,0
50262,5101,101,2022,7,9,7,13,0,DR_DRINK,1,1,0,1,0
50263,5019,19,2022,7,12,3,8,0,DR_DRINK,1,2,0,0,0
50264,5119,119,2022,6,30,5,5,0,DR_DRINK,1,1,0,0,1
50265,5091,91,2022,7,7,5,23,0,DR_DRINK,1,2,0,0,1
50266,5119,119,2022,7,14,5,1,0,DR_DRINK,1,1,0,0,1
50267,5059,59,2022,7,17,1,3,0,DR_DRINK,1,1,0,1,1
50268,5101,101,2022,7,14,5,13,0,DR_DRINK,1,1,0,0,0
50269,5083,83,2022,6,21,3,18,0,DR_DRINK,1,3,0,0,0
50270,5057,57,2022,7,19,3,22,0,DR_DRINK,1,1,0,0,1
50271,5099,99,2022,7,19,3,6,0,DR_DRINK,1,2,0,0,0
50273,5131,131,2022,7,5,3,12,0,DR_DRINK,1,8,0,0,0
50274,5149,149,2022,7,14,5,19,0,DR_DRINK,2,3,0,0,0
50275,5015,15,2022,7,24,1,20,0,DR_DRINK,1,1,0,1,1
50276,5051,51,2022,7,27,4,16,0,DR_DRINK,1,3,0,0,0
50277,5119,119,2022,7,30,7,0,0,DR_DRINK,1,2,0,1,1
50278,5139,139,2022,7,28,5,5,1,DR_DRINK,1,1,1,0,1
50279,5143,143,2022,7,26,3,15,0,DR_DRINK,1,1,0,0,0
50280,5017,17,2022,7,28,5,14,1,DR_DRINK,1,1,1,0,0
50281,5093,93,2022,7,26,3,5,0,DR_DRINK,1,1,0,0,1
50282,5031,31,2022,7,31,1,22,1,DR_DRINK,1,2,1,1,1
50283,5143,143,2022,7,4,2,13,0,DR_DRINK,1,1,0,0,0
50284,5119,119,2022,7,1,6,0,0,DR_DRINK,1,1,0,0,1
50285,5051,51,2022,8,2,3,13,0,DR_DRINK,1,1,0,0,0
50286,5119,119,2022,7,30,7,2,1,DR_DRINK,1,3,1,1,1
50287,5119,119,2022,7,31,1,2,1,DR_DRINK,1,1,1,1,1
50288,5145,145,2022,7,23,7,21,1,DR_DRINK,1,1,1,1,1
50289,5119,119,2022,8,1,2,22,0,DR_DRINK,1,2,0,0,1
50290,5119,119,2022,8,5,6,1,0,DR_DRINK,1,1,0,0,1
50291,5085,85,2022,8,5,6,12,1,DR_DRINK,1,2,1,0,0
50292,5049,49,2022,7,27,4,23,1,DR_DRINK,1,1,1,0,1
50293,5025,25,2022,7,29,6,2,1,DR_DRINK,1,1,1,0,1
50294,5031,31,2022,8,2,3,20,1,DR_DRINK,1,1,1,0,1
50295,5143,143,2022,6,14,3,19,0,DR_DRINK,1,1,0,0,0
50296,5067,67,2022,7,28,5,8,0,DR_DRINK,1,4,0,0,0
50297,5013,13,2022,7,30,7,13,0,DR_DRINK,1,2,0,1,0
50298,5119,119,2022,8,2,3,20,0,DR_DRINK,1,1,0,0,1
50299,5125,125,2022,6,28,3,18,0,DR_DRINK,1,1,0,0,0
50300,5119,119,2022,8,6,7,18,1,DR_DRINK,1,3,1,1,0
50301,5091,91,2022,8,7,1,17,0,DR_DRINK,1,2,0,1,0
50302,5125,125,2022,8,5,6,19,0,DR_DRINK,1,1,0,0,0
50303,5045,45,2022,8,7,1,16,0,DR_DRINK,1,1,0,1,0
50304,5057,57,2022,8,9,3,2,0,DR_DRINK,1,5,0,0,1
50305,5059,59,2022,7,31,1,14,0,DR_DRINK,2,3,0,1,0
50306,5023,23,2022,8,5,6,12,1,DR_DRINK,1,1,1,0,0
50307,5143,143,2022,8,5,6,21,1,DR_DRINK,1,3,1,0,1
50308,5031,31,2022,8,10,4,14,0,DR_DRINK,1,3,0,0,0
50309,5119,119,2022,8,14,1,1,0,DR_DRINK,1,1,0,1,1
50310,5071,71,2022,6,27,2,17,0,DR_DRINK,1,3,0,0,0
50311,5075,75,2022,6,28,3,4,0,DR_DRINK,1,3,0,0,1
50312,5119,119,2022,8,12,6,22,0,DR_DRINK,1,1,0,0,1
50313,5119,119,2022,8,10,4,10,0,DR_DRINK,1,2,0,0,0
50314,5031,31,2022,8,8,2,22,1,DR_DRINK,1,1,1,0,1
50315,5007,7,2022,8,6,7,20,0,DR_DRINK,1,2,0,1,1
50316,5143,143,2022,8,9,3,13,0,DR_DRINK,2,7,0,0,0
50317,5119,119,2022,8,8,2,0,1,DR_DRINK,1,2,1,0,1
50318,5125,125,2022,8,17,4,1,1,DR_DRINK,1,1,1,0,1
50319,5129,129,2022,6,27,2,15,0,DR_DRINK,1,3,0,0,0
50320,5087,87,2022,7,8,6,13,0,DR_DRINK,1,1,0,0,0
50321,5119,119,2022,7,11,2,0,1,DR_DRINK,1,2,1,0,1
50322,5119,119,2022,7,19,3,22,1,DR_DRINK,1,2,1,0,1
50323,5113,113,2022,8,16,3,18,1,DR_DRINK,1,1,1,0,0
50324,5063,63,2022,8,18,5,21,0,DR_DRINK,1,3,0,0,1
50325,5053,53,2022,8,20,7,6,1,DR_DRINK,1,1,1,1,0
50326,5143,143,2022,8,13,7,21,0,DR_DRINK,1,1,0,1,1
50327,5125,125,2022,8,10,4,21,1,DR_DRINK,1,2,1,0,1
50328,5119,119,2022,8,16,3,7,0,DR_DRINK,1,2,0,0,0
50329,5019,19,2022,8,15,2,15,0,DR_DRINK,1,2,0,0,0
50330,5029,29,2022,8,17,4,17,0,DR_DRINK,1,1,0,0,0
50331,5083,83,2022,7,27,4,0,1,DR_DRINK,1,2,1,0,1
50332,5049,49,2022,8,12,6,9,0,DR_DRINK,1,1,0,0,0
50333,5149,149,2022,8,4,5,21,0,DR_DRINK,1,1,0,0,1
50334,5113,113,2022,8,23,3,12,0,DR_DRINK,1,1,0,0,0
50335,5045,45,2022,8,25,5,9,0,DR_DRINK,1,1,0,0,0
50336,5101,101,2022,8,23,3,8,0,DR_DRINK,1,2,0,0,0
50337,5145,145,2022,8,18,5,23,1,DR_DRINK,1,3,1,0,1
50338,5119,119,2022,8,20,7,14,1,DR_DRINK,1,2,1,1,0
50339,5069,69,2022,7,3,1,2,0,DR_DRINK,1,1,0,1,1
50340,5007,7,2022,7,5,3,1,1,DR_DRINK,1,2,1,0,1
50341,5119,119,2022,8,25,5,16,0,DR_DRINK,1,2,0,0,0
50342,5055,55,2022,8,21,1,15,0,DR_DRINK,1,4,0,1,0
50343,5103,103,2022,8,28,1,1,1,DR_DRINK,1,1,1,1,1
50344,5125,125,2022,8,18,5,1,0,DR_DRINK,1,1,0,0,1
50345,5027,27,2022,8,18,5,17,0,DR_DRINK,1,2,0,0,0
50346,5101,101,2022,8,27,7,11,0,DR_DRINK,1,2,0,1,0
50347,5133,133,2022,8,30,3,12,1,DR_DRINK,1,2,1,0,0
50348,5059,59,2022,8,30,3,17,0,DR_DRINK,1,1,0,0,0
50349,5045,45,2022,8,25,5,11,0,DR_DRINK,1,2,0,0,0
50350,5119,119,2022,9,1,5,2,1,DR_DRINK,1,1,1,0,1
50351,5133,133,2022,8,28,1,6,1,DR_DRINK,2,2,1,1,0
50352,5123,123,2022,8,22,2,15,0,DR_DRINK,1,16,0,0,0
50353,5085,85,2022,8,24,4,21,1,DR_DRINK,1,2,1,0,1
50354,5111,111,2022,8,13,7,11,0,DR_DRINK,1,1,0,1,0
50355,5119,119,2022,8,26,6,8,0,DR_DRINK,1,2,0,0,0
50356,5111,111,2022,8,26,6,11,0,DR_DRINK,1,1,0,0,0
50357,5015,15,2022,8,31,4,6,0,DR_DRINK,1,1,0,0,0
50358,5119,119,2022,9,1,5,20,0,DR_DRINK,1,2,0,0,1
50359,5095,95,2022,8,23,3,12,0,DR_DRINK,1,2,0,0,0
50360,5035,35,2022,8,30,3,23,0,DR_DRINK,1,2,0,0,1
50361,5035,35,2022,8,26,6,19,0,DR_DRINK,1,10,0,0,0
50362,5119,119,2022,9,4,1,0,0,DR_DRINK,1,1,0,1,1
50363,5119,119,2022,7,17,1,5,0,DR_DRINK,1,3,0,1,1
50364,5091,91,2022,9,3,7,4,1,DR_DRINK,1,3,1,1,1
50365,5119,119,2022,9,2,6,7,0,DR_DRINK,1,1,0,0,0
50366,5145,145,2022,8,29,2,14,0,DR_DRINK,1,3,0,0,0
50367,5009,9,2022,9,4,1,21,0,DR_DRINK,1,1,0,1,1
50368,5123,123,2022,8,20,7,16,0,DR_DRINK,1,3,0,1,0
50369,5005,5,2022,7,26,3,11,0,DR_DRINK,1,2,0,0,0
50370,5069,69,2022,8,29,2,23,0,DR_DRINK,1,1,0,0,1
50371,5101,101,2022,9,10,7,13,0,DR_DRINK,1,1,0,1,0
50372,5131,131,2022,8,12,6,11,0,DR_DRINK,1,2,0,0,0
50373,5075,75,2022,8,16,3,5,0,DR_DRINK,2,5,0,0,1
50374,5015,15,2022,9,10,7,16,0,DR_DRINK,1,2,0,1,0
50375,5103,103,2022,9,13,3,19,0,DR_DRINK,1,1,0,0,0
50376,5143,143,2022,8,20,7,2,0,DR_DRINK,1,2,0,1,1
50377,5059,59,2022,9,5,2,20,1,DR_DRINK,1,4,1,0,1
50378,5119,119,2022,9,11,1,21,0,DR_DRINK,1,2,0,1,1
50379,5119,119,2022,9,13,3,17,1,DR_DRINK,1,5,1,0,0
50380,5099,99,2022,9,14,4,3,0,DR_DRINK,1,1,0,0,1
50381,5137,137,2022,8,25,5,18,1,DR_DRINK,1,2,1,0,0
50382,5085,85,2022,9,10,7,19,0,DR_DRINK,1,1,0,1,0
50383,5103,103,2022,9,17,7,11,0,DR_DRINK,1,3,0,1,0
50384,5117,117,2022,9,15,5,22,1,DR_DRINK,1,1,1,0,1
50385,5021,21,2022,9,9,6,6,0,DR_DRINK,1,2,0,0,0
50386,5025,25,2022,9,19,2,5,0,DR_DRINK,1,3,0,0,1
50387,5037,37,2022,9,17,7,9,0,DR_DRINK,1,1,0,1,0
50388,5011,11,2022,9,20,3,11,0,DR_DRINK,1,1,0,0,0
50389,5119,119,2022,9,18,1,17,1,DR_DRINK,1,1,1,1,0
50390,5119,119,2022,7,31,1,3,1,DR_DRINK,1,3,1,1,1
50391,5035,35,2022,9,15,5,2,0,DR_DRINK,1,1,0,0,1
50392,5119,119,2022,9,16,6,18,0,DR_DRINK,1,1,0,0,0
50393,5007,7,2022,9,19,2,23,1,DR_DRINK,1,1,1,0,1
50394,5027,27,2022,9,24,7,20,1,DR_DRINK,1,6,1,1,1
50395,5131,131,2022,9,16,6,6,0,DR_DRINK,1,2,0,0,0
50397,5005,5,2022,9,12,2,15,1,DR_DRINK,1,1,1,0,0
50398,5001,1,2022,9,2,6,17,1,DR_DRINK,1,2,1,0,0
50399,5057,57,2022,9,20,3,6,0,DR_DRINK,1,1,0,0,0
50400,5051,51,2022,9,26,2,13,0,DR_DRINK,2,4,0,0,0
50401,5127,127,2022,9,23,6,19,0,DR_DRINK,1,2,0,0,0
50402,5009,9,2022,7,20,4,16,0,DR_DRINK,1,2,0,0,0
50403,5139,139,2022,10,1,7,20,1,DR_DRINK,1,1,1,1,1
50405,5027,27,2022,10,1,7,16,1,DR_DRINK,1,1,1,1,0
50406,5059,59,2022,9,20,3,13,0,DR_DRINK,1,3,0,0,0
50407,5045,45,2022,10,5,4,6,0,DR_DRINK,1,2,0,0,0
50408,5019,19,2022,8,5,6,17,0,DR_DRINK,1,3,0,0,0
50409,5099,99,2022,10,4,3,11,0,DR_DRINK,1,2,0,0,0
50410,5143,143,2022,10,7,6,21,0,DR_DRINK,1,2,0,0,1
50411,5119,119,2022,6,27,2,15,0,DR_DRINK,1,5,0,0,0
50412,5007,7,2022,10,1,7,21,0,DR_DRINK,1,5,0,1,1
50413,5115,115,2022,10,9,1,4,0,DR_DRINK,1,1,0,1,1
50414,5127,127,2022,9,30,6,17,0,DR_DRINK,1,2,0,0,0
50415,5101,101,2022,10,2,1,15,0,DR_DRINK,1,2,0,1,0
50416,5097,97,2022,10,7,6,14,1,DR_DRINK,1,2,1,0,0
50417,5119,119,2022,8,13,7,2,0,DR_DRINK,3,3,0,1,1
50418,5051,51,2022,9,10,7,14,0,DR_DRINK,4,11,0,1,0
50419,5007,7,2022,10,2,1,0,1,DR_DRINK,1,5,1,1,1
50420,5143,143,2022,10,3,2,15,0,DR_DRINK,1,1,0,0,0
50421,5067,67,2022,8,13,7,22,0,DR_DRINK,1,2,0,1,1
50422,5007,7,2022,10,6,5,8,0,DR_DRINK,1,4,0,0,0
50423,5085,85,2022,9,16,6,17,0,DR_DRINK,1,2,0,0,0
50424,5033,33,2022,10,4,3,21,0,DR_DRINK,1,1,0,0,1
50425,5125,125,2022,10,2,1,9,0,DR_DRINK,1,4,0,1,0
50426,5107,107,2022,10,8,7,21,0,DR_DRINK,1,2,0,1,1
50427,5143,143,2022,10,11,3,4,0,DR_DRINK,1,1,0,0,1
50428,5033,33,2022,10,7,6,15,0,DR_DRINK,1,2,0,0,0
50429,5091,91,2022,10,8,7,14,0,DR_DRINK,1,3,0,1,0
50430,5091,91,2022,10,9,1,2,1,DR_DRINK,1,1,1,1,1
50431,5079,79,2022,9,27,3,15,0,DR_DRINK,1,2,0,0,0
50432,5085,85,2022,10,16,1,22,0,DR_DRINK,1,2,0,1,1
50433,5119,119,2022,8,17,4,12,0,DR_DRINK,2,2,0,0,0
50434,5067,67,2022,9,23,6,23,1,DR_DRINK,1,2,1,0,1
50435,5009,9,2022,10,13,5,2,1,DR_DRINK,1,1,1,0,1
50436,5065,65,2022,9,10,7,1,0,DR_DRINK,1,1,0,1,1
50437,5079,79,2022,10,7,6,16,0,DR_DRINK,1,7,0,0,0
50438,5007,7,2022,10,8,7,13,0,DR_DRINK,1,1,0,1,0
50439,5131,131,2022,10,4,3,17,0,DR_DRINK,1,2,0,0,0
50440,5031,31,2022,8,29,2,3,0,DR_DRINK,2,2,0,0,1
50441,5091,91,2022,10,14,6,21,0,DR_DRINK,1,2,0,0,1
50442,5025,25,2022,10,18,3,11,0,DR_DRINK,1,1,0,0,0
50443,5137,137,2022,10,7,6,17,0,DR_DRINK,1,2,0,0,0
50444,5125,125,2022,10,8,7,16,0,DR_DRINK,1,2,0,1,0
50445,5093,93,2022,10,7,6,13,0,DR_DRINK,1,1,0,0,0
50446,5051,51,2022,10,22,7,21,1,DR_DRINK,1,1,1,1,1
50447,5033,33,2022,10,16,1,17,0,DR_DRINK,1,1,0,1,0
50448,5015,15,2022,10,18,3,18,0,DR_DRINK,1,1,0,0,0
50449,5063,63,2022,10,12,4,13,0,DR_DRINK,1,2,0,0,0
50450,5085,85,2022,10,18,3,20,1,DR_DRINK,1,2,1,0,1
50451,5131,131,2022,8,21,1,4,0,DR_DRINK,1,1,0,1,1
50452,5079,79,2022,9,15,5,18,0,DR_DRINK,1,2,0,0,0
50453,5129,129,2022,10,24,2,13,1,DR_DRINK,1,2,1,0,0
50454,5055,55,2022,8,9,3,9,0,DR_DRINK,1,3,0,0,0
50455,5093,93,2022,8,21,1,16,0,DR_DRINK,1,2,0,1,0
50456,5035,35,2022,10,29,7,19,0,DR_DRINK,1,4,0,1,0
50457,5069,69,2022,8,23,3,5,0,DR_DRINK,1,1,0,0,1
50458,5091,91,2022,10,31,2,22,0,DR_DRINK,1,2,0,0,1
50459,5007,7,2022,8,26,6,8,0,DR_DRINK,1,3,0,0,0
50460,5119,119,2022,10,31,2,0,1,DR_DRINK,1,1,1,0,1
50461,5069,69,2022,10,23,1,4,0,DR_DRINK,3,4,0,1,1
50462,5107,107,2022,9,7,4,11,0,DR_DRINK,1,1,0,0,0
50463,5087,87,2022,11,1,3,8,0,DR_DRINK,1,2,0,0,0
50464,5105,105,2022,11,2,4,6,1,DR_DRINK,1,1,1,0,0
50465,5125,125,2022,8,6,7,99,0,DR_DRINK,1,1,0,1,1
50466,5145,145,2022,11,3,5,16,0,DR_DRINK,1,1,0,0,0
50467,5007,7,2022,11,1,3,15,0,DR_DRINK,2,3,0,0,0
50468,5103,103,2022,11,3,5,22,1,DR_DRINK,1,1,1,0,1
50469,5143,143,2022,11,6,1,19,0,DR_DRINK,1,5,0,1,0
50470,5105,105,2022,10,17,2,19,1,DR_DRINK,1,2,1,0,0
50471,5143,143,2022,10,18,3,6,0,DR_DRINK,1,1,0,0,0
50472,5119,119,2022,10,29,7,2,1,DR_DRINK,1,2,1,1,1
50474,5007,7,2022,11,3,5,22,0,DR_DRINK,1,1,0,0,1
50475,5119,119,2022,11,6,1,7,0,DR_DRINK,1,1,0,1,0
50476,5027,27,2022,11,5,7,4,0,DR_DRINK,1,2,0,1,1
50477,5129,129,2022,11,14,2,15,0,DR_DRINK,1,3,0,0,0
50479,5119,119,2022,9,15,5,23,1,DR_DRINK,1,1,1,0,1
50480,5069,69,2022,10,30,1,6,0,DR_DRINK,1,1,0,1,0
50481,5039,39,2022,11,6,1,5,0,DR_DRINK,1,2,0,1,1
50482,5065,65,2022,11,11,6,5,0,DR_DRINK,1,1,0,0,1
50483,5093,93,2022,11,4,6,23,1,DR_DRINK,1,2,1,0,1
50484,5055,55,2022,11,14,2,15,0,DR_DRINK,1,2,0,0,0
50485,5045,45,2022,11,12,7,0,1,DR_DRINK,1,1,1,1,1
50486,5035,35,2022,9,16,6,3,0,DR_DRINK,1,1,0,0,1
50487,5119,119,2022,11,18,6,1,0,DR_DRINK,1,3,0,0,1
50488,5085,85,2022,11,10,5,14,1,DR_DRINK,2,2,1,0,0
50489,5103,103,2022,11,20,1,2,1,DR_DRINK,1,1,1,1,1
50490,5051,51,2022,11,22,3,16,0,DR_DRINK,1,1,0,0,0
50491,5123,123,2022,10,4,3,12,1,DR_DRINK,1,5,1,0,0
50492,5145,145,2022,9,23,6,20,0,DR_DRINK,1,2,0,0,1
50493,5045,45,2022,11,26,7,0,1,DR_DRINK,1,3,1,1,1
50494,5087,87,2022,11,14,2,22,0,DR_DRINK,2,3,0,0,1
50495,5099,99,2022,11,28,2,16,1,DR_DRINK,1,1,1,0,0
50496,5145,145,2022,11,30,4,12,0,DR_DRINK,1,2,0,0,0
50497,5045,45,2022,11,22,3,16,0,DR_DRINK,1,3,0,0,0
50498,5145,145,2022,11,26,7,1,1,DR_DRINK,1,1,1,1,1
50499,5027,27,2022,12,3,7,2,0,DR_DRINK,1,1,0,1,1
50500,5031,31,2022,9,25,1,19,1,DR_DRINK,1,3,1,1,0
50501,5131,131,2022,11,22,3,6,0,DR_DRINK,1,1,0,0,0
50502,5111,111,2022,10,26,4,13,1,DR_DRINK,1,1,1,0,0
50503,5077,77,2022,11,24,5,4,0,DR_DRINK,1,1,0,0,1
50504,5035,35,2022,12,2,6,23,1,DR_DRINK,1,3,1,0,1
50505,5013,13,2022,12,6,3,18,0,DR_DRINK,1,2,0,0,0
50506,5141,141,2022,12,8,5,9,0,DR_DRINK,1,1,0,0,0
50507,5011,11,2022,11,4,6,20,0,DR_DRINK,1,7,0,0,1
50508,5017,17,2022,12,6,3,6,0,DR_DRINK,2,3,0,0,0
50509,5143,143,2022,12,10,7,19,0,DR_DRINK,1,2,0,1,0
50510,5131,131,2022,9,21,4,17,1,DR_DRINK,1,3,1,0,0
50511,5123,123,2022,10,27,5,14,0,DR_DRINK,1,1,0,0,0
50512,5119,119,2022,12,2,6,18,0,DR_DRINK,1,1,0,0,0
50513,5089,89,2022,11,27,1,4,1,DR_DRINK,2,2,1,1,1
50514,5131,131,2022,12,7,4,14,0,DR_DRINK,1,1,0,0,0
50515,5069,69,2022,10,4,3,10,0,DR_DRINK,2,7,0,0,0
50516,5075,75,2022,11,19,7,19,0,DR_DRINK,3,3,0,1,0
50517,5075,75,2022,12,6,3,0,0,DR_DRINK,1,1,0,0,1
50518,5007,7,2022,12,4,1,17,0,DR_DRINK,1,3,0,1,0
50519,5085,85,2022,10,28,6,7,1,DR_DRINK,1,2,1,0,0
50520,5051,51,2022,12,9,6,23,1,DR_DRINK,1,1,1,0,1
50521,5035,35,2022,12,16,6,15,0,DR_DRINK,1,2,0,0,0
50522,5071,71,2022,12,6,3,14,0,DR_DRINK,1,2,0,0,0
50523,5007,7,2022,12,7,4,18,0,DR_DRINK,1,1,0,0,0
50524,5119,119,2022,12,19,2,2,1,DR_DRINK,1,2,1,0,1
50525,5123,123,2022,12,4,1,3,0,DR_DRINK,1,4,0,1,1
50526,5009,9,2022,12,5,2,7,0,DR_DRINK,1,1,0,0,0
50527,5143,143,2022,11,24,5,16,1,DR_DRINK,1,6,1,0,0
50528,5085,85,2022,12,11,1,3,1,DR_DRINK,1,1,1,1,1
50529,5045,45,2022,12,11,1,8,0,DR_DRINK,1,2,0,1,0
50530,5125,125,2022,11,25,6,22,1,DR_DRINK,1,1,1,0,1
50531,5051,51,2022,12,18,1,18,0,DR_DRINK,1,1,0,1,0
50532,5115,115,2022,12,17,7,4,1,DR_DRINK,1,1,1,1,1
50533,5031,31,2022,12,12,2,18,0,DR_DRINK,1,3,0,0,0
50534,5035,35,2022,12,26,2,23,1,DR_DRINK,1,1,1,0,1
50535,5075,75,2022,10,3,2,12,1,DR_DRINK,1,2,1,0,0
